native_id	scan	ms_level	rt_min	precursor_ref	precursor_mz	signal_sha256	inside_requested_window
controllerType=0 controllerNumber=1 scan=16219	16219	2	45.02573	controllerType=0 controllerNumber=1 scan=16206	456.254486083984	50031163db9ebd2c25a18b68637ebba1c8ca7b6166a6200ea9d68b38f5c8408f	True
controllerType=0 controllerNumber=1 scan=16220	16220	2	45.026465	controllerType=0 controllerNumber=1 scan=16206	441.2068	07d6fe7e3aba409134312d25e5344d078ad989637582406e48e09c4fbe76e777	True
controllerType=0 controllerNumber=1 scan=16221	16221	2	45.02722	controllerType=0 controllerNumber=1 scan=16206	674.819702148438	c87bd2a7c5e111f3169b1e5e2c1e553a5f043b54ca2adc0017e31474820e5587	True
controllerType=0 controllerNumber=1 scan=16222	16222	1	45.028311			fce97c48848190b3b99d2323ed1b45859c7c90fbeed3f3142f9e5479b71b6b41	True
controllerType=0 controllerNumber=1 scan=16223	16223	2	45.030443	controllerType=0 controllerNumber=1 scan=16222	533.294494628906	c3744491dd97ccbfc656e20e807155379979a48804766ae69cb1eb5b526c163a	True
controllerType=0 controllerNumber=1 scan=16224	16224	2	45.031188	controllerType=0 controllerNumber=1 scan=16222	453.756622314453	f1e874332ab0cd029f7cc700191d86b92007b1e537359dd71bd93551c92f56da	True
controllerType=0 controllerNumber=1 scan=16225	16225	2	45.031934	controllerType=0 controllerNumber=1 scan=16222	595.9369	6c9302eb5740f6d1cc49339012620d86e6216196c1e97f3efff21a9df6b7626a	True
controllerType=0 controllerNumber=1 scan=16226	16226	2	45.03267	controllerType=0 controllerNumber=1 scan=16222	606.232238769531	3875b52fa550d2b5bd9b5a2a416198addde5003db7584eb5354edb1275522121	True
controllerType=0 controllerNumber=1 scan=16227	16227	2	45.033415	controllerType=0 controllerNumber=1 scan=16222	439.1975	84d539ab6b0f002809fe16e5a67311c9a3da22fdba6218e6bbf89468f48abf06	True
controllerType=0 controllerNumber=1 scan=16228	16228	2	45.034147	controllerType=0 controllerNumber=1 scan=16222	472.775817871094	d50487d35318f5b1a26ea753f3c40a3f8fecd788f243a1d2ecd62638641c61d6	True
controllerType=0 controllerNumber=1 scan=16229	16229	2	45.034886	controllerType=0 controllerNumber=1 scan=16222	510.577423095703	9ad856b6ea78846ac93f62258bb700a976d0a7a4fb34b43dbcb4dbac3b9a9761	True
controllerType=0 controllerNumber=1 scan=16230	16230	2	45.03562	controllerType=0 controllerNumber=1 scan=16222	574.7788	0a62b28aaa5e857d78bd92e87e855b503faaef84aa11f4d68c8347395b222ef8	True
controllerType=0 controllerNumber=1 scan=16231	16231	2	45.036355	controllerType=0 controllerNumber=1 scan=16222	571.832885742188	eea3c42f51c04dac98447dc643d705d5a3c0972402c97bb9016c2113b4bd1259	True
controllerType=0 controllerNumber=1 scan=16232	16232	2	45.03709	controllerType=0 controllerNumber=1 scan=16222	615.30712890625	83eacd26d45230e1dfaa9f9e2939b395930d51636a2b0d104e049d1b3b0d12e8	True
controllerType=0 controllerNumber=1 scan=16233	16233	2	45.037849	controllerType=0 controllerNumber=1 scan=16222	785.3579	17ad38143557de1858ba0e2bcaf6fa372a0227b6847fae6e8c527b56b6614331	True
controllerType=0 controllerNumber=1 scan=16234	16234	2	45.03858	controllerType=0 controllerNumber=1 scan=16222	460.762054443359	84cbb9f1652f2af71d78eeecd58334d0e06675905d954e94cee0eb7c49d04d95	True
controllerType=0 controllerNumber=1 scan=16235	16235	2	45.039313	controllerType=0 controllerNumber=1 scan=16222	576.721801757813	7474a47929bd7daabdf7fbdc2b364f1ed6a50839e0ce67829f56f813c45b4900	True
controllerType=0 controllerNumber=1 scan=16236	16236	2	45.040059	controllerType=0 controllerNumber=1 scan=16222	438.2002	501085e11232def2117578e4b58898388b53bf34b54203a6ca1e735f8af53f4f	True
controllerType=0 controllerNumber=1 scan=16237	16237	2	45.040522	controllerType=0 controllerNumber=1 scan=16222	450.2133	67f1d345f2026f0342354dc36f20e3c5e22ed5e771d8d2211ec143c0dbd1ec6f	True
controllerType=0 controllerNumber=1 scan=16238	16238	1	45.041617			5f097ef2cf64211454b8ff2995d90124eca2d344d0f335e3587784f63c34cdcf	True
controllerType=0 controllerNumber=1 scan=16239	16239	2	45.043747	controllerType=0 controllerNumber=1 scan=16238	459.267547607422	20949f9f0d68bc09b88df6b579e7f666d0881c93bc5e098450d85f3d0a5414b1	True
controllerType=0 controllerNumber=1 scan=16240	16240	2	45.044501	controllerType=0 controllerNumber=1 scan=16238	658.3477	360c93de72aae0d4ee5a9a131b7ae4565678aca4f0a550dedca570df0e0caa8c	True
controllerType=0 controllerNumber=1 scan=16241	16241	2	45.045234	controllerType=0 controllerNumber=1 scan=16238	437.57568359375	d9880af525ca342ee4a0ec25b33dccb5481557fd16a63d4c574f7737cd577c72	True
controllerType=0 controllerNumber=1 scan=16242	16242	2	45.045968	controllerType=0 controllerNumber=1 scan=16238	543.753601074219	b9323872b01a4699f5ea7d06921e3d6b964d849a918a5d998ab1d15dd102c480	True
controllerType=0 controllerNumber=1 scan=16243	16243	2	45.046701	controllerType=0 controllerNumber=1 scan=16238	381.5567	d11991e590deb47904b9b89fc4e24433f7f504d7f7f462973e5a07fe13b2dace	True
controllerType=0 controllerNumber=1 scan=16244	16244	2	45.04743	controllerType=0 controllerNumber=1 scan=16238	388.720672607422	7d26f14dbf80d1cbdb6f84e6daa8be84aaf6f4a793d8ee2455bd594390d1cd96	True
controllerType=0 controllerNumber=1 scan=16245	16245	2	45.048172	controllerType=0 controllerNumber=1 scan=16238	773.3719	eaadb6d70f428a5f8c26b8c4c09e0fdb58945075d561cc376fff15e7678a2382	True
controllerType=0 controllerNumber=1 scan=16246	16246	2	45.048914	controllerType=0 controllerNumber=1 scan=16238	529.2433	5fb133753828a8e63d33c0a9d9d23b31ea2760b4f5b5559e3c8e6d266831826b	True
controllerType=0 controllerNumber=1 scan=16247	16247	2	45.049645	controllerType=0 controllerNumber=1 scan=16238	409.7166	113e3a38d0a724ea2d224b0a37f8a626976d3450947e1a3f5ac32d348969fd0b	True
controllerType=0 controllerNumber=1 scan=16248	16248	2	45.050386	controllerType=0 controllerNumber=1 scan=16238	803.8736	61b19023b06836b1e405f29c7669068102ef3b6c5b3223275d6546858e1d4055	True
controllerType=0 controllerNumber=1 scan=16249	16249	2	45.051124	controllerType=0 controllerNumber=1 scan=16238	481.5405	efcdc991106fffcf58b103e811e90da348b91f8f92d93ee0034ad1ede0646775	True
controllerType=0 controllerNumber=1 scan=16250	16250	2	45.051863	controllerType=0 controllerNumber=1 scan=16238	479.262786865234	791345a2a2698d0763feae07b50d80980e28b10f72884e1a6821b33ac057735b	True
controllerType=0 controllerNumber=1 scan=16251	16251	2	45.052605	controllerType=0 controllerNumber=1 scan=16238	655.348999023438	d9a08c848fdc9d3091b44715ffc351a81a1f8ca4e5832372ece22007c03e67e4	True
controllerType=0 controllerNumber=1 scan=16252	16252	2	45.053186	controllerType=0 controllerNumber=1 scan=16238	513.230346679688	66e0b0568fcc47f67d6b47b9d6342d5366e8d9e8fb2ef59f6505bcc6d6847509	True
controllerType=0 controllerNumber=1 scan=16253	16253	2	45.053934	controllerType=0 controllerNumber=1 scan=16238	721.8071	be59a9542e93058b1691eb4c11e0f04087f67d427e1b95c987fe64595e8a1227	True
controllerType=0 controllerNumber=1 scan=16254	16254	1	45.055028			a8eedde0a9a9e313f90c352ea813d35ce7635387786513bb7bd3c85a9fd03ff3	True
controllerType=0 controllerNumber=1 scan=16255	16255	2	45.057159	controllerType=0 controllerNumber=1 scan=16254	496.780120849609	d5d04e3415bc1e0961b29115b2de3e9446f6aa28580e79e57cf8eb0dce79cd2a	True
controllerType=0 controllerNumber=1 scan=16256	16256	2	45.057901	controllerType=0 controllerNumber=1 scan=16254	612.750244140625	2c830cd36fb8394b6bb4b99798b22222d84bfc79a59ab52ab61204ca1c55e5be	True
controllerType=0 controllerNumber=1 scan=16257	16257	2	45.058643	controllerType=0 controllerNumber=1 scan=16254	783.3868	97dd364c3f8296be5dad644505c96670047dc899d88d8bd1923d9dc88b30e57a	True
controllerType=0 controllerNumber=1 scan=16258	16258	2	45.059393	controllerType=0 controllerNumber=1 scan=16254	642.6022	aab9b2400dcc2527040c6972232262aba461610dc141166bb80f1c78b25e5adc	True
controllerType=0 controllerNumber=1 scan=16259	16259	2	45.060132	controllerType=0 controllerNumber=1 scan=16254	773.3716	5a417118976885c45b834e7738a6c5021c8568c3f93601f5cfaedd654c4e56d9	True
controllerType=0 controllerNumber=1 scan=16260	16260	2	45.060874	controllerType=0 controllerNumber=1 scan=16254	499.585876464844	b8af9da146f635b09235e0a7bdff60f2a1b3c8dcb22960e7ab3cb784a5b849c7	True
controllerType=0 controllerNumber=1 scan=16261	16261	2	45.061609	controllerType=0 controllerNumber=1 scan=16254	668.3405	f9562934ba27bcdcba8f20a20756c979f61b4d5ab52c1737aeccb54929d1ba90	True
controllerType=0 controllerNumber=1 scan=16262	16262	2	45.062351	controllerType=0 controllerNumber=1 scan=16254	754.8852	ef5e6b13584414d4bc9d3b760655ae0cc5a5a87beeeaad076c119bc540b2a027	True
controllerType=0 controllerNumber=1 scan=16263	16263	2	45.063084	controllerType=0 controllerNumber=1 scan=16254	603.2958984375	ea391f3c5fe8582210ca3abf2f0fa5f859096283831ee2d212658c8c63228490	True
controllerType=0 controllerNumber=1 scan=16264	16264	2	45.06383	controllerType=0 controllerNumber=1 scan=16254	536.2506	5cf199701257cec1956eadc15291f73039e2999398d0e7a838b51a3036d1cdb3	True
controllerType=0 controllerNumber=1 scan=16265	16265	2	45.064574	controllerType=0 controllerNumber=1 scan=16254	535.796020507813	61f142db12c581a73864b65fe584ffa9748b2b53485135896d4adc57f19524c6	True
controllerType=0 controllerNumber=1 scan=16266	16266	2	45.065309	controllerType=0 controllerNumber=1 scan=16254	402.533	3af0a85a91fb8e44a8154db197c97d18468d78e76f26f9a6d474b89b77985f5a	True
controllerType=0 controllerNumber=1 scan=16267	16267	2	45.066051	controllerType=0 controllerNumber=1 scan=16254	412.7079	063bc467c4d3f69715acd3e0da4ad617eb5d91cdd8289ad6b29b3928b910431a	True
controllerType=0 controllerNumber=1 scan=16268	16268	2	45.066789	controllerType=0 controllerNumber=1 scan=16254	434.53662109375	7619e33f570682541c7da28f9d7592608bb141a14f4583eeb554c3c25845e4e7	True
controllerType=0 controllerNumber=1 scan=16269	16269	2	45.067524	controllerType=0 controllerNumber=1 scan=16254	621.8311	8960b76a67b890db39c8eb2696e6bd22f1448a98743ef3ce43efd01eeeb294d2	True
controllerType=0 controllerNumber=1 scan=16270	16270	1	45.068613			758a522da117520925c102b4abac1534313d18547f557b394d4d7fe8e2d5c900	True
controllerType=0 controllerNumber=1 scan=16271	16271	2	45.070743	controllerType=0 controllerNumber=1 scan=16270	451.2226	008eed915eb0091d34a7a60da447f2742072d9fd22e3526daf45142daecbf551	True
controllerType=0 controllerNumber=1 scan=16272	16272	2	45.071474	controllerType=0 controllerNumber=1 scan=16270	454.205230712891	7df4845c7a6fd864a1711ec01e7d0ad6210d54780e2ee01aade35af1ef941b6c	True
controllerType=0 controllerNumber=1 scan=16273	16273	2	45.072209	controllerType=0 controllerNumber=1 scan=16270	435.920135498047	75045ba20b2e3f676f7276befe2cbaa29f1259f442db1ca56e5e1b0afce5d6dd	True
controllerType=0 controllerNumber=1 scan=16274	16274	2	45.072943	controllerType=0 controllerNumber=1 scan=16270	561.314086914063	c0e7802f4aaac669e1f1bad709fb705804806f707e07546defbd9ef8392e2bd6	True
controllerType=0 controllerNumber=1 scan=16275	16275	2	45.07368	controllerType=0 controllerNumber=1 scan=16270	427.886474609375	f25638f8742755c43b549b64bf9f49a189c1d4c6e8e7020f1e8506c9cf365839	True
controllerType=0 controllerNumber=1 scan=16276	16276	2	45.074416	controllerType=0 controllerNumber=1 scan=16270	663.816101074219	045dcb9f581328fe00272bd341a6c358edbaa2a711ac815b7747702afdabbade	True
controllerType=0 controllerNumber=1 scan=16277	16277	2	45.075163	controllerType=0 controllerNumber=1 scan=16270	492.257080078125	29400bcc6331a03d39b9856cccf14979f1be258115a29b76e733b7110e69c83f	True
controllerType=0 controllerNumber=1 scan=16278	16278	2	45.075893	controllerType=0 controllerNumber=1 scan=16270	447.281311035156	47915f3c3370cda709c87fc23a62c027a94d59e5fab849e1286c33f8be16729d	True
controllerType=0 controllerNumber=1 scan=16279	16279	2	45.076372	controllerType=0 controllerNumber=1 scan=16270	563.2654	46210e05d1b244a9b9027c91575b7d454bfa13019c2e89ed2dda1d3081105c57	True
controllerType=0 controllerNumber=1 scan=16280	16280	2	45.077195	controllerType=0 controllerNumber=1 scan=16270	446.9493	ef93175db8c2aadb112533a4926ce6fbc44574c3f4d33e1ebc79d5d2ccf89bec	True
controllerType=0 controllerNumber=1 scan=16281	16281	2	45.077936	controllerType=0 controllerNumber=1 scan=16270	392.197	29c3c3cec1ad7e4224d3ecaecdc3d54208ab1f8f103e1295ce00283c16723c71	True
controllerType=0 controllerNumber=1 scan=16282	16282	2	45.078668	controllerType=0 controllerNumber=1 scan=16270	448.716186523438	2f35cda86043119a7959be533b5f87e7739e9ab9b6a2df9a650fe595b7802535	True
controllerType=0 controllerNumber=1 scan=16283	16283	2	45.079257	controllerType=0 controllerNumber=1 scan=16270	563.252868652344	0bff94b1f13fd30439d375b9f62379af54620d9e8e098d883160f758dc4fbca9	True
controllerType=0 controllerNumber=1 scan=16284	16284	2	45.079988	controllerType=0 controllerNumber=1 scan=16270	385.667297363281	f509e9ea78ab6a131ba02f34030358fa03e54f7544b3a504adea4c3bac0017cd	True
controllerType=0 controllerNumber=1 scan=16285	16285	2	45.080724	controllerType=0 controllerNumber=1 scan=16270	406.2265	4f6d4cbc971a0a08435052b569c3b1de915425b9745629f3493f0854dce920a5	True
controllerType=0 controllerNumber=1 scan=16286	16286	1	45.081809			24ce4f5d1b6586251b1e44ea48fc93eeb3bc563a6cde8242e73e21740a071c31	True
controllerType=0 controllerNumber=1 scan=16287	16287	2	45.083939	controllerType=0 controllerNumber=1 scan=16286	500.908264160156	eb80381016e8d6658d5bb514d3a0c122c526e36d5e2aeb43bc6be11b3aa77774	True
controllerType=0 controllerNumber=1 scan=16288	16288	2	45.08467	controllerType=0 controllerNumber=1 scan=16286	403.690948486328	1dd35da42753e1aed7ba63fd821bd3e1a744feeffee8e2d4b50d11e897e8e314	True
controllerType=0 controllerNumber=1 scan=16289	16289	2	45.085401	controllerType=0 controllerNumber=1 scan=16286	506.251495361328	ca213c7979ceb747ec9497606744273719b29371b8f7282ac4002dc421b3f469	True
controllerType=0 controllerNumber=1 scan=16290	16290	2	45.086145	controllerType=0 controllerNumber=1 scan=16286	553.5934	553868e797c86a15a709aabee38df381a9e74543f9010007a43c025e285e91bd	True
controllerType=0 controllerNumber=1 scan=16291	16291	2	45.086776	controllerType=0 controllerNumber=1 scan=16286	563.2911	ed317d148403c2e88d45249d9acd4ac1ac3a815b5fbc44eda25b1db06733a40c	True
controllerType=0 controllerNumber=1 scan=16292	16292	2	45.087513	controllerType=0 controllerNumber=1 scan=16286	633.815734863281	35b33d51d8b2e29bba0ae2290442a034f70196fc83c9575b6ac84a61db5394e2	True
controllerType=0 controllerNumber=1 scan=16293	16293	2	45.088245	controllerType=0 controllerNumber=1 scan=16286	482.770172119141	c51c6aac7d71567ffaccad5ba518173cb42d71dd1f7694ff8de9eb12c66f38dd	True
controllerType=0 controllerNumber=1 scan=16294	16294	2	45.08898	controllerType=0 controllerNumber=1 scan=16286	610.8292	0f04357f218a39b45fab5112c755db531e466b5a8f874274218462302e959823	True
controllerType=0 controllerNumber=1 scan=16295	16295	2	45.089716	controllerType=0 controllerNumber=1 scan=16286	422.563018798828	590a1f5974f15af7bddc5dfa13424abb623400d5c27a91c555ae92b74cbe756e	True
controllerType=0 controllerNumber=1 scan=16296	16296	2	45.090457	controllerType=0 controllerNumber=1 scan=16286	548.2741	1f0a4d02e1cefa68936d0f8b0aa1b4b620cc47b35d1210f3c4e283b8f2670973	True
controllerType=0 controllerNumber=1 scan=16297	16297	2	45.091203	controllerType=0 controllerNumber=1 scan=16286	508.787078857422	c29f37bb6effca4192759a4ab2fb5245cbb1cc102b27cc02c93df8aef6baff04	True
controllerType=0 controllerNumber=1 scan=16298	16298	2	45.091943	controllerType=0 controllerNumber=1 scan=16286	384.957122802734	4e42a52a27308d29c46700f5d1f92d3a5f8d25461cc81ebaf86c76adb769954a	True
controllerType=0 controllerNumber=1 scan=16299	16299	2	45.092693	controllerType=0 controllerNumber=1 scan=16286	963.4014	97a4f165475d418add7c73fb988f928f11dee6f6dca1bbde91626301e655cbd6	True
controllerType=0 controllerNumber=1 scan=16300	16300	2	45.093428	controllerType=0 controllerNumber=1 scan=16286	592.337036132813	1cb14918f52147babe8f43820239b0b0e2dc725ad66d12f89a4a19ccec02369e	True
controllerType=0 controllerNumber=1 scan=16301	16301	2	45.094164	controllerType=0 controllerNumber=1 scan=16286	651.2974	2074032ceaa4d4fd9c99a6d460f9f11cc178365c6a26e0b29a911ea3d802db6a	True
controllerType=0 controllerNumber=1 scan=16302	16302	1	45.095265			246bcea57b6c6c4a4d9125132a6710dc5a2b3d3afc4e0c63d576077615fea8ef	True
controllerType=0 controllerNumber=1 scan=16303	16303	2	45.09798	controllerType=0 controllerNumber=1 scan=16302	526.778747558594	793c66f70f9cc38f115abec948174227d9de93a94446afb9236ff4e035b629fb	True
controllerType=0 controllerNumber=1 scan=16304	16304	2	45.098716	controllerType=0 controllerNumber=1 scan=16302	589.229248046875	39984f2e4d8cabcf0a5eee0a2ce281f94342985c4ce36326d902f92d70b9a900	True
controllerType=0 controllerNumber=1 scan=16305	16305	2	45.099457	controllerType=0 controllerNumber=1 scan=16302	538.9456	1e7970684e55cac21ec48f1a03d936d13d3c065f8c02d4cae90588c169bb9925	True
controllerType=0 controllerNumber=1 scan=16306	16306	2	45.100205	controllerType=0 controllerNumber=1 scan=16302	607.5963	c2c110d9e62fba964bb9427810eb92d70cb894a51da49bb648033018c9f9d587	True
controllerType=0 controllerNumber=1 scan=16307	16307	2	45.100943	controllerType=0 controllerNumber=1 scan=16302	459.2454	7bcb23e365f7f8251d50831416fa48eab8f7449ac7c01471af35a5c73e2d5587	True
controllerType=0 controllerNumber=1 scan=16308	16308	2	45.101676	controllerType=0 controllerNumber=1 scan=16302	515.288330078125	b7b19c918e6ec4a41947ab0d7a1a2951d06c3be4a00866f523b7ea64b4c18aa8	True
controllerType=0 controllerNumber=1 scan=16309	16309	2	45.102189	controllerType=0 controllerNumber=1 scan=16302	512.605407714844	a649fb136fcd4e9b8ee073239a252574b18683dd92ff2e47f279c7d9133013a6	True
controllerType=0 controllerNumber=1 scan=16310	16310	2	45.102924	controllerType=0 controllerNumber=1 scan=16302	595.3094	c10153cff2761573ebdb0efd82bf13fe21dfce60646ca6b7bdeaf9bbdbacaf8c	True
controllerType=0 controllerNumber=1 scan=16311	16311	2	45.103659	controllerType=0 controllerNumber=1 scan=16302	642.731628417969	f5f186ba78dec5368d5563751247c9c60c8eb8c827ceb1711c2e6c4c597f9170	True
controllerType=0 controllerNumber=1 scan=16312	16312	2	45.104395	controllerType=0 controllerNumber=1 scan=16302	641.3264	0f6c9be8b25bdded936f500a5c4086d2684f677736973be18793a0483bbb1bbf	True
controllerType=0 controllerNumber=1 scan=16313	16313	2	45.105141	controllerType=0 controllerNumber=1 scan=16302	615.947	81919fd6e85f7940efc16cc0864a1a8b592400f801fe96211903f7682b358ea5	True
controllerType=0 controllerNumber=1 scan=16314	16314	2	45.105895	controllerType=0 controllerNumber=1 scan=16302	688.3645	03f2e069b3a6039712ee88d883a19fad1cc3c52ab7205085d4b5eb477dfdfe91	True
controllerType=0 controllerNumber=1 scan=16315	16315	2	45.106639	controllerType=0 controllerNumber=1 scan=16302	583.6317	6c4a3aa152d1c1f1dee1fc28600a75fa67c5c459cb68de774810193c0e22270d	True
controllerType=0 controllerNumber=1 scan=16316	16316	2	45.107382	controllerType=0 controllerNumber=1 scan=16302	550.2757	ee294e51a84024741b58b77ee297af55f0c2f16c9b02db7744d0d0ce8b4327d7	True
controllerType=0 controllerNumber=1 scan=16317	16317	2	45.108116	controllerType=0 controllerNumber=1 scan=16302	558.82373046875	8e17ccc2411a55020b961ae97a2591871e40130aa86ed15b9ec3c075abb70df8	True
controllerType=0 controllerNumber=1 scan=16318	16318	1	45.109213			af71302bfd5ee48f5f3f36d4c5144623522991ea88f91c218d4894a0551b290d	True
controllerType=0 controllerNumber=1 scan=16319	16319	2	45.111345	controllerType=0 controllerNumber=1 scan=16318	541.776733398438	704b7c2ea7359a64f5654a254ddaa21a512ddfc42d8f9cf4953a8a418a6b9346	True
controllerType=0 controllerNumber=1 scan=16320	16320	2	45.112076	controllerType=0 controllerNumber=1 scan=16318	540.294128417969	8c39a7beada3fe3943c8c0f4422508cbbb759971e07dcb06ef99edb090e789fa	True
controllerType=0 controllerNumber=1 scan=16321	16321	2	45.112809	controllerType=0 controllerNumber=1 scan=16318	383.5224	16e345c8d9d07ed0b902b556a4f25c50a6d69c8dabed207d25570669c8b878cb	True
controllerType=0 controllerNumber=1 scan=16322	16322	2	45.113543	controllerType=0 controllerNumber=1 scan=16318	550.820129394531	db1cda380bf1bb42daee62b162a0f5b34d8db79afe59491bc1fe103d64e5dade	True
controllerType=0 controllerNumber=1 scan=16323	16323	2	45.114295	controllerType=0 controllerNumber=1 scan=16318	678.9988	e48d9f6223a9957a072280368c88610673ca0c2fb54ecc8817c7b8c0075c88ef	True
controllerType=0 controllerNumber=1 scan=16324	16324	2	45.115028	controllerType=0 controllerNumber=1 scan=16318	545.269165039063	17ec3fb9b83e7291861755f41e87aac77ec718fe5d7594648e07ef3bb221dd0c	True
