native_id	scan	ms_level	rt_min	precursor_ref	precursor_mz	signal_sha256	inside_requested_window
controllerType=0 controllerNumber=1 scan=14234	14234	1	44.990288			a1bc90ee2a5aeeb882c3e19591f0643c3aec74471cc0538c1df2ec78213d9527	False
controllerType=0 controllerNumber=1 scan=14246	14246	2	45.000094	controllerType=0 controllerNumber=1 scan=14234	585.2955	fd1893d3f53cf374b46a4e6339084ed857192b0613a1cc9e928e0fdb93744533	True
controllerType=0 controllerNumber=1 scan=14247	14247	2	45.000829	controllerType=0 controllerNumber=1 scan=14234	415.5231	0cf0508f75898240fae3191271c05c9a983299e1fed20338cab6d1852198cc99	True
controllerType=0 controllerNumber=1 scan=14248	14248	2	45.001565	controllerType=0 controllerNumber=1 scan=14234	631.76025390625	77e8653377b5658fef719b6b32294cc44ba6b3d14e5a49a2d3f567dcf708f809	True
controllerType=0 controllerNumber=1 scan=14249	14249	2	45.002306	controllerType=0 controllerNumber=1 scan=14234	780.8422	d8a6e0f1008cd011886583bc9edc6f6e17ef3b2f2377c642255d8ea118793227	True
controllerType=0 controllerNumber=1 scan=14250	14250	1	45.003477			a80281363541abb9ed8ed10edfd38793728cc4c4524299f9703038e4a451a02c	True
controllerType=0 controllerNumber=1 scan=14251	14251	2	45.006763	controllerType=0 controllerNumber=1 scan=14250	718.857666015625	d0a80e61f6f18582f9e070cf8d1621ebcb67083b43ad4181e6ae022b677d602d	True
controllerType=0 controllerNumber=1 scan=14252	14252	2	45.007498	controllerType=0 controllerNumber=1 scan=14250	590.778442382813	70e53fa3c47c59042a0cad4e2b63f2e30bd2c726a51511bf704d9ade21988db4	True
controllerType=0 controllerNumber=1 scan=14253	14253	2	45.008227	controllerType=0 controllerNumber=1 scan=14250	440.747589111328	c6da6264d4e855aeaa1ac55d210fa7e36e4aee8d5ec50bb1723b6e6f08375290	True
controllerType=0 controllerNumber=1 scan=14254	14254	2	45.008963	controllerType=0 controllerNumber=1 scan=14250	590.8152	ffad6d5444d707b9de6e306147f8e13978ac5a48922abd52ce2ffcd82f1155de	True
controllerType=0 controllerNumber=1 scan=14255	14255	2	45.009461	controllerType=0 controllerNumber=1 scan=14250	473.283630371094	c7529a538174112fd0e2db453eff02a37924e5bb38edf7ffc5c381b9250576e1	True
controllerType=0 controllerNumber=1 scan=14256	14256	2	45.010196	controllerType=0 controllerNumber=1 scan=14250	428.564147949219	7069ea44b62c0f53ec534da2d8bb7e228be298159647316c542c4f2e38f97a82	True
controllerType=0 controllerNumber=1 scan=14257	14257	2	45.010938	controllerType=0 controllerNumber=1 scan=14250	785.3788	0af94d184a6f8d5da14d2fc51f31bfac5c8b330ada6108dc162834613f835559	True
controllerType=0 controllerNumber=1 scan=14258	14258	2	45.011671	controllerType=0 controllerNumber=1 scan=14250	394.212585449219	bbe4bc31868da38b2753e4e9347f544991f6426514fab69329d4eb86514e79f9	True
controllerType=0 controllerNumber=1 scan=14259	14259	2	45.012425	controllerType=0 controllerNumber=1 scan=14250	515.2329	10135ffe1b4a913eff1cefda685ed0e61ec669955207590e8d3f8fc8f1bf6701	True
controllerType=0 controllerNumber=1 scan=14260	14260	2	45.013156	controllerType=0 controllerNumber=1 scan=14250	536.808654785156	e97d34ef75c69a8bb7a1c4b95b2bf1e87421424aafcd7de9161a874535d5ec6e	True
controllerType=0 controllerNumber=1 scan=14261	14261	2	45.01389	controllerType=0 controllerNumber=1 scan=14250	579.7839	b4434c29fa27269c32d4fd6066a4ee24377693e14330d7fca9f4aec15321e281	True
controllerType=0 controllerNumber=1 scan=14262	14262	2	45.01464	controllerType=0 controllerNumber=1 scan=14250	482.270751953125	335c3a985cfb7c90aed6baa50e58a2789df977954d9e3f7e0769b3e858e43ede	True
controllerType=0 controllerNumber=1 scan=14263	14263	2	45.015377	controllerType=0 controllerNumber=1 scan=14250	699.831	479e53f80d3ea4acff662b0a60047c5b1aaae57fbef0c7c019647694fbffd9f4	True
controllerType=0 controllerNumber=1 scan=14264	14264	2	45.016117	controllerType=0 controllerNumber=1 scan=14250	500.2468	02512832b05c60a09fe0670b988c0e0d1c95a66de1638552fa031c12783705d3	True
controllerType=0 controllerNumber=1 scan=14265	14265	2	45.016852	controllerType=0 controllerNumber=1 scan=14250	642.3426	8424acb661a468745873c5bb98a7f204718a1a1818491b152178121cd4e98adb	True
controllerType=0 controllerNumber=1 scan=14266	14266	1	45.018015			76409bbab8082261f7d2833568eab7912919068afbf36d6bb08600e2a349cae8	True
controllerType=0 controllerNumber=1 scan=14267	14267	2	45.020144	controllerType=0 controllerNumber=1 scan=14266	391.5454	7bcad56b147a82775881f31e3fcd146c3e936d277860505bd8b4132626f75a1f	True
controllerType=0 controllerNumber=1 scan=14268	14268	2	45.020881	controllerType=0 controllerNumber=1 scan=14266	662.8456	e34135a493cadfd1bc1f44119c11056cb2a72c429f4c77cdb2f9e96f38cfa391	True
controllerType=0 controllerNumber=1 scan=14269	14269	2	45.021615	controllerType=0 controllerNumber=1 scan=14266	508.780609130859	7c3d4bd6dc0c2eb13578594c02b45d791c2d0b87d6ca8e8bca55841cfd74dd5e	True
controllerType=0 controllerNumber=1 scan=14270	14270	2	45.022367	controllerType=0 controllerNumber=1 scan=14266	686.640319824219	a6e15a19fc51d6f31ef47b41b45c00ebbc449e15b7a9d029d8563518f228c39c	True
controllerType=0 controllerNumber=1 scan=14271	14271	2	45.023119	controllerType=0 controllerNumber=1 scan=14266	647.9359	1e54aaeb0a4b9f6ee16150af5d2c7ba56c625a54ea8008cfbdbed2c1448c9962	True
controllerType=0 controllerNumber=1 scan=14272	14272	2	45.023852	controllerType=0 controllerNumber=1 scan=14266	585.2695	45d309c09e718071190ce061ee8be7f2d98312d16ef9a4808b19fc608e896893	True
controllerType=0 controllerNumber=1 scan=14273	14273	2	45.02459	controllerType=0 controllerNumber=1 scan=14266	555.25146484375	978bda7a06b0c32d878a55db682a34e133bcb2e22df3e790996a605565c69999	True
controllerType=0 controllerNumber=1 scan=14274	14274	2	45.025336	controllerType=0 controllerNumber=1 scan=14266	543.782897949219	87471477743a3d6bfbb3ae6da8b0959b2022ec5919ef77fc109b5af72f5366f7	True
controllerType=0 controllerNumber=1 scan=14275	14275	2	45.026069	controllerType=0 controllerNumber=1 scan=14266	401.845092773438	d5bf304a53f6929978955791132c0e96f4ebec47d6c6b3c0f5c92d280164dc14	True
controllerType=0 controllerNumber=1 scan=14276	14276	2	45.026806	controllerType=0 controllerNumber=1 scan=14266	626.2949	5e75e4a727d45afbea60c94fc6d1b1235424bb1a9d38f4315befd40798d9181f	True
controllerType=0 controllerNumber=1 scan=14277	14277	2	45.027544	controllerType=0 controllerNumber=1 scan=14266	467.2245	9c020cf657b6309f64c83bc43df8edef907c62e2290b9a96050b2622a0b6fa87	True
controllerType=0 controllerNumber=1 scan=14278	14278	2	45.028277	controllerType=0 controllerNumber=1 scan=14266	529.743896484375	8f22f5b0c116b3c2e5cff954f6d7fd5ea5e8e5da58f12c430e19958189b5d74b	True
controllerType=0 controllerNumber=1 scan=14279	14279	2	45.029027	controllerType=0 controllerNumber=1 scan=14266	643.0141	35d3f35444b4d88cb357db125e9d8cc698139b6c0d07dfd3ba97cfadf730d222	True
controllerType=0 controllerNumber=1 scan=14280	14280	2	45.029763	controllerType=0 controllerNumber=1 scan=14266	417.865692138672	5966b18e16d6b4370d8ba267e0c71cd42dd09ac09ac9790685b6ceaa90d46b5f	True
controllerType=0 controllerNumber=1 scan=14281	14281	2	45.030509	controllerType=0 controllerNumber=1 scan=14266	582.6023	2e458c2c49f896767d12c8a6121e2244e9bf02b7114ad44048b1a591bdc33c17	True
controllerType=0 controllerNumber=1 scan=14282	14282	1	45.031679			605ccd9ec8455adf3818457314b9cbefa50b2578592b5a73babb4910fbb5d1ca	True
controllerType=0 controllerNumber=1 scan=14283	14283	2	45.033811	controllerType=0 controllerNumber=1 scan=14282	455.205902099609	1f68f00ed95018182a78ae187c725533da315be08034d35a1806f3e3161114b8	True
controllerType=0 controllerNumber=1 scan=14284	14284	2	45.03454	controllerType=0 controllerNumber=1 scan=14282	418.747283935547	1fc98f3aa3edc2b24bd193a6eabec7faba710850b76f2f27e2d32fdde341fb3d	True
controllerType=0 controllerNumber=1 scan=14285	14285	2	45.035282	controllerType=0 controllerNumber=1 scan=14282	438.232604980469	708c6756c240a7a4c2a3c468f4426ebc2c00ba299e3bfd950834c16a8956cb8a	True
controllerType=0 controllerNumber=1 scan=14286	14286	2	45.036021	controllerType=0 controllerNumber=1 scan=14282	585.294067382813	cab9b6c8d67526556950dd54dbb9b399ae5d52156eef59feb682c432b1288ddc	True
controllerType=0 controllerNumber=1 scan=14287	14287	2	45.036752	controllerType=0 controllerNumber=1 scan=14282	415.036834716797	358541d142789861ec2dc7864edbc8a0127ff3628f1b404cfa075d65131f3838	True
controllerType=0 controllerNumber=1 scan=14288	14288	2	45.037488	controllerType=0 controllerNumber=1 scan=14282	660.3133	18202b2edd578bf7994a289708cf7435441aeac5f4b80934f48c7d7ea2efdd0c	True
controllerType=0 controllerNumber=1 scan=14289	14289	2	45.038236	controllerType=0 controllerNumber=1 scan=14282	463.2182	eccc77560c85359c9f62d60b2d2b2188b7a70fb0ec0739258e47fe4f1aa195d0	True
controllerType=0 controllerNumber=1 scan=14290	14290	2	45.038967	controllerType=0 controllerNumber=1 scan=14282	429.758148193359	a77eca19084df1a7b93b58b37156b3cb65b2b6c7670ebd9f0774721fc03dc6ca	True
controllerType=0 controllerNumber=1 scan=14291	14291	2	45.039698	controllerType=0 controllerNumber=1 scan=14282	542.276733398438	1838af8253bbe8301fd7e83b3d3431f611d005ca11f7a6c538c98b91b432ed28	True
controllerType=0 controllerNumber=1 scan=14292	14292	2	45.040434	controllerType=0 controllerNumber=1 scan=14282	558.2746	47d0fef429770eed7dce52e44b7c7528bc025aafda2ed2afa12f120d75fa6298	True
controllerType=0 controllerNumber=1 scan=14293	14293	2	45.041167	controllerType=0 controllerNumber=1 scan=14282	394.523864746094	6323ee4cb6f22e0c3e0b747ee35ffd03025f0eedc264ee73e94a95d1b4b81c84	True
controllerType=0 controllerNumber=1 scan=14294	14294	2	45.041904	controllerType=0 controllerNumber=1 scan=14282	440.5447	799c13217c9287758f04eefdf609bf5ed99b679f1977c379493e1c54b82bbf4a	True
controllerType=0 controllerNumber=1 scan=14295	14295	2	45.042654	controllerType=0 controllerNumber=1 scan=14282	391.911499023438	04fc4af96fce7dd1085f028895583ac2b7df254ee72eb1e86c1f648b772400ce	True
controllerType=0 controllerNumber=1 scan=14296	14296	2	45.043388	controllerType=0 controllerNumber=1 scan=14282	532.741394042969	b319d1c4ce1c244229b2da3943167cbd932cbe5cb090c909ee088196b6162d14	True
controllerType=0 controllerNumber=1 scan=14297	14297	2	45.044125	controllerType=0 controllerNumber=1 scan=14282	435.89	c1040f71636cf06aee7320efd08d894b6d8d5b0f9d9263e9a1b4f774f075c1fa	True
controllerType=0 controllerNumber=1 scan=14298	14298	1	45.04529			687e9513cd1c5896320fd48acf880bf78700e3803ab45bbce67454f25808220f	True
controllerType=0 controllerNumber=1 scan=14299	14299	2	45.047419	controllerType=0 controllerNumber=1 scan=14298	563.278930664063	8fb2ef6c5734f57f5a0da29d31fe2543230b6addbb450e93474c791b8f0b6aff	True
controllerType=0 controllerNumber=1 scan=14300	14300	2	45.048159	controllerType=0 controllerNumber=1 scan=14298	702.3619	9474de8c1c9c41a8acb1e9e5e14a1adb4c174943b13dfbe23304b98e7d11b4a2	True
controllerType=0 controllerNumber=1 scan=14301	14301	2	45.048898	controllerType=0 controllerNumber=1 scan=14298	485.2279	ff05b9631250d3df62e006f4f945d126575cf0ea156faeb7606cd350e6b9fc1d	True
controllerType=0 controllerNumber=1 scan=14302	14302	2	45.049634	controllerType=0 controllerNumber=1 scan=14298	602.2648	363ffde3c1f788e21870f8f3c55f9cc7bdcc0446ea8bb8803e7bf9cdad6a3b57	True
controllerType=0 controllerNumber=1 scan=14303	14303	2	45.050365	controllerType=0 controllerNumber=1 scan=14298	496.763488769531	3bcba9f3ce334c477547bfd6fb7234f8e4839253292db101d3d0ca2168d99c36	True
controllerType=0 controllerNumber=1 scan=14304	14304	2	45.051098	controllerType=0 controllerNumber=1 scan=14298	552.767822265625	c2dc55a0e8e33e229e1e9a258815488e87677da21d3ff42bf69558af03f14c43	True
controllerType=0 controllerNumber=1 scan=14305	14305	2	45.051829	controllerType=0 controllerNumber=1 scan=14298	481.750518798828	73d60043328f22d9e1075f3f9904955df91929775431bda669b80128405b8d5c	True
controllerType=0 controllerNumber=1 scan=14306	14306	2	45.052569	controllerType=0 controllerNumber=1 scan=14298	771.3764	62984b42a01f9b7938fc94bb2ba16e82a391fc18f4c8519e2d1b3c4adf2470f0	True
controllerType=0 controllerNumber=1 scan=14307	14307	2	45.053317	controllerType=0 controllerNumber=1 scan=14298	495.747833251953	ff23fd271ee6c827c96bb28c4970d4ba58a752185728746972d5b04242e2ddc4	True
controllerType=0 controllerNumber=1 scan=14308	14308	2	45.053729	controllerType=0 controllerNumber=1 scan=14298	619.7961	da0a77576bab814771435a9694c4b5b5890bfaf7fd346cd3aae37c30ce84c305	True
controllerType=0 controllerNumber=1 scan=14309	14309	2	45.054469	controllerType=0 controllerNumber=1 scan=14298	735.8406	dfaea7358f4ced96c47141f1101d5cf7f2c6ccb20f27c65d0e19850862d9450e	True
controllerType=0 controllerNumber=1 scan=14310	14310	2	45.055219	controllerType=0 controllerNumber=1 scan=14298	971.3991	b6aa1121caf23da6da29f13f9b9e4436dedc97adeb531ba6ac82e61c33aebd61	True
controllerType=0 controllerNumber=1 scan=14311	14311	2	45.055965	controllerType=0 controllerNumber=1 scan=14298	453.27734375	a341a2dcb7ba279c70455ef89e24c9299783be9d443c566cd79b70f3dd71b2b0	True
controllerType=0 controllerNumber=1 scan=14312	14312	2	45.056706	controllerType=0 controllerNumber=1 scan=14298	777.3601	855be872173184c6d061f8bdbecb1f521d90480aab4c69cca3468d2c7a14f139	True
controllerType=0 controllerNumber=1 scan=14313	14313	2	45.057325	controllerType=0 controllerNumber=1 scan=14298	524.775573730469	0e95d3253605c057656462415e7d366bcfc37d77f81a20cd9207a7857bdcbe15	True
controllerType=0 controllerNumber=1 scan=14314	14314	1	45.058492			a08f7df07f271bf28adb79615424dfffa066635eb2c61729c89164c6e9e8933d	True
controllerType=0 controllerNumber=1 scan=14315	14315	2	45.060621	controllerType=0 controllerNumber=1 scan=14314	682.330505371094	24aa16f4a3b81cf8fdc50f03807dfa233d46c2f27a7ce1e0648aa584146911dc	True
controllerType=0 controllerNumber=1 scan=14316	14316	2	45.061356	controllerType=0 controllerNumber=1 scan=14314	562.256164550781	a9d9045f03e54f15ffe090960765de68b1c997988141f77565ef86acaa464146	True
controllerType=0 controllerNumber=1 scan=14317	14317	2	45.0621	controllerType=0 controllerNumber=1 scan=14314	528.9424	58d1353c9e144dc0fb29b699d20eb1f988f33e5c1c3453fd4fffe1ec21fb1f62	True
controllerType=0 controllerNumber=1 scan=14318	14318	2	45.062834	controllerType=0 controllerNumber=1 scan=14314	605.3154296875	4631bf5148cfe6b51a91b6bc6fc099c2faed3c31a055a295ab5680f8780ea2fa	True
controllerType=0 controllerNumber=1 scan=14319	14319	2	45.063584	controllerType=0 controllerNumber=1 scan=14314	479.2401	411095c2fd83480114acb74cfbd75aee6cd7b960ff5545c1183ce6902314051e	True
controllerType=0 controllerNumber=1 scan=14320	14320	2	45.064317	controllerType=0 controllerNumber=1 scan=14314	579.7688	1cea629368a4536e101dfc5042a09fe14c2ec7c0ab6ee2ee793a2d2e17f315a0	True
controllerType=0 controllerNumber=1 scan=14321	14321	2	45.064911	controllerType=0 controllerNumber=1 scan=14314	502.618103027344	98576288ebbc9ff40902b62efb7b3d59d6d203b16cd7116746f7a899e6c697a6	True
controllerType=0 controllerNumber=1 scan=14322	14322	2	45.065644	controllerType=0 controllerNumber=1 scan=14314	538.298950195313	21a459baccfb597f78d69fd5ef111d60fbb0c4512caa51a9a7afeb3d67ef6554	True
controllerType=0 controllerNumber=1 scan=14323	14323	2	45.066386	controllerType=0 controllerNumber=1 scan=14314	539.9231	b837a14a5b45e0d5150e84bf096a7876d108da351cb2dacf360959def872c56e	True
controllerType=0 controllerNumber=1 scan=14324	14324	2	45.067117	controllerType=0 controllerNumber=1 scan=14314	436.740631103516	eb6bb6e6f8f750de9d41e0a7e0f368b107a80596dd744e5342c02b66825f2607	True
controllerType=0 controllerNumber=1 scan=14325	14325	2	45.067846	controllerType=0 controllerNumber=1 scan=14314	431.247589111328	7713f66ed4ae23048bb9288b0efa0d7555f8d003957e15f8e02321092105436f	True
controllerType=0 controllerNumber=1 scan=14326	14326	2	45.068579	controllerType=0 controllerNumber=1 scan=14314	611.8015	3f62c8f1663f9aa67f2e0bb45325cac27df8216bfc2761850e339039431f2c74	True
controllerType=0 controllerNumber=1 scan=14327	14327	2	45.069321	controllerType=0 controllerNumber=1 scan=14314	451.259613037109	3822ad6303a64b65a1af036d25689766341377958ea3789faa8a558447edd804	True
controllerType=0 controllerNumber=1 scan=14328	14328	2	45.070052	controllerType=0 controllerNumber=1 scan=14314	485.2722	2519b67c4abe15f625f344d4defb6c2ed3713d52d50fa64b3f030a6f5e7c271f	True
controllerType=0 controllerNumber=1 scan=14329	14329	2	45.070819	controllerType=0 controllerNumber=1 scan=14314	1228.0669	7f14f7858cac08de1bf777b7d4424f88305066ab58050fe7247b42d932c7c57c	True
controllerType=0 controllerNumber=1 scan=14330	14330	1	45.071996			603b0bdb8165f95f3d4e9a1f7c16773e461628f0f43c5d751cc59d6e2d601031	True
controllerType=0 controllerNumber=1 scan=14331	14331	2	45.074125	controllerType=0 controllerNumber=1 scan=14330	465.7557	f04d9dd7461fe8f02f3f813096c3e7f52ac0847f15d227b2955fc5e06b46ee11	True
controllerType=0 controllerNumber=1 scan=14332	14332	2	45.074754	controllerType=0 controllerNumber=1 scan=14330	454.900238037109	61ddfc4341fea297ba5303b40078022734378bf4a0b1dd185d8cc65721590eb2	True
controllerType=0 controllerNumber=1 scan=14333	14333	2	45.075488	controllerType=0 controllerNumber=1 scan=14330	567.782165527344	fac69579d48fd04c1b44f58ec56c0389407f74934c6900ee2aa67851075da8d0	True
controllerType=0 controllerNumber=1 scan=14334	14334	2	45.076221	controllerType=0 controllerNumber=1 scan=14330	545.280944824219	3dd1a88d921ad8d06334d4d267d699f23732c9333d5c1d1aa400c3097b4abfee	True
controllerType=0 controllerNumber=1 scan=14335	14335	2	45.076952	controllerType=0 controllerNumber=1 scan=14330	449.208892822266	6e248216983ae3a5f0a05320c4a1f0d5907147c79652d385185af8db8a18297f	True
controllerType=0 controllerNumber=1 scan=14336	14336	2	45.077684	controllerType=0 controllerNumber=1 scan=14330	546.363830566406	c00fa128c0fdc6d33702ac40226de41483b0263c98cc233accc2f60e2342f8d2	True
controllerType=0 controllerNumber=1 scan=14337	14337	2	45.078423	controllerType=0 controllerNumber=1 scan=14330	461.1882	6090b89b6cc5ad3cc3f22279428e404e41f95f1bbcdf02f39ee455acd8ca78be	True
controllerType=0 controllerNumber=1 scan=14338	14338	2	45.079015	controllerType=0 controllerNumber=1 scan=14330	682.378	3cfbbdd4af6f2584b00ea617e15974d25d8452457873b39db39f11ff53f48e94	True
controllerType=0 controllerNumber=1 scan=14339	14339	2	45.07975	controllerType=0 controllerNumber=1 scan=14330	420.5704	f64d1b39938aa4d99dabdd38bbdd7409609d739abea1b2ec428e1f12e91bcb20	True
controllerType=0 controllerNumber=1 scan=14340	14340	2	45.080486	controllerType=0 controllerNumber=1 scan=14330	441.5449	2f41e67b4bd3e70328b2ee251bb4285f1f418aa24ca2b83a9d46a1eabb60f2e4	True
controllerType=0 controllerNumber=1 scan=14341	14341	2	45.081223	controllerType=0 controllerNumber=1 scan=14330	455.859130859375	8f082ccb295bbee1e5596d595daa98ccf9e46b45bf8ce2f9bc9baffc90ab9489	True
controllerType=0 controllerNumber=1 scan=14342	14342	2	45.081965	controllerType=0 controllerNumber=1 scan=14330	444.8763	fc6050e7195cf130c1f12b141ea52c6a9c361c43eee751c6c87799324b5b230a	True
controllerType=0 controllerNumber=1 scan=14343	14343	2	45.082706	controllerType=0 controllerNumber=1 scan=14330	809.3807	8c0ee7e0e8942999f4193cd4076a89587b1ea9aa4c32c39614dd5043bceb911c	True
controllerType=0 controllerNumber=1 scan=14344	14344	2	45.083444	controllerType=0 controllerNumber=1 scan=14330	617.313049316406	20f234554ce2a2f6b703122152f023ea04fb11b506fe67ce93e4ad1d6208cd1d	True
controllerType=0 controllerNumber=1 scan=14345	14345	2	45.084179	controllerType=0 controllerNumber=1 scan=14330	447.915252685547	f955705ab812eebfdaf53c7fd3b05cf0227b0264961bb1d6f973d7e79ec3d3d3	True
controllerType=0 controllerNumber=1 scan=14346	14346	1	45.085338			89ecf127716dfc914b2647f5ab631e32990fe6e5e44855c5d2558d040b215d37	True
controllerType=0 controllerNumber=1 scan=14347	14347	2	45.087467	controllerType=0 controllerNumber=1 scan=14346	453.726928710938	a3ba3c583962f7dabb14ea09326ecb443afdf49bf0df6d7cabcdf2d8f8396dfe	True
controllerType=0 controllerNumber=1 scan=14348	14348	2	45.088207	controllerType=0 controllerNumber=1 scan=14346	476.897583007813	496c421e3dad0528d7873e1e0f283df526e6a1039fd44030b2cbcb559e29a7cd	True
controllerType=0 controllerNumber=1 scan=14349	14349	2	45.08894	controllerType=0 controllerNumber=1 scan=14346	537.227783203125	eaebeebeaa6f53ff1555dca543d95be73e52bcf08a1c752269acde394f0cb798	True
controllerType=0 controllerNumber=1 scan=14350	14350	2	45.089671	controllerType=0 controllerNumber=1 scan=14346	494.284729003906	a5adb12bd0ceac5a079b6f68b102156ec538425a30cff647ec7a913784ac114d	True
controllerType=0 controllerNumber=1 scan=14351	14351	2	45.090407	controllerType=0 controllerNumber=1 scan=14346	423.531555175781	dde7bace573ef3a9197e20426155d140c6056cff8b862b2cee8c0ff4c01f6a9e	True
controllerType=0 controllerNumber=1 scan=14352	14352	2	45.091154	controllerType=0 controllerNumber=1 scan=14346	612.9254	d828d700bc833c0a48348bed399c6b64efb724ec1a32644889b111f8528ab23d	True
controllerType=0 controllerNumber=1 scan=14353	14353	2	45.091921	controllerType=0 controllerNumber=1 scan=14346	850.4042	971ca0b1a709cbd1af60d42b7e1a2efe57c290232d0b7ea31bd8827aa3979393	True
controllerType=0 controllerNumber=1 scan=14354	14354	2	45.092671	controllerType=0 controllerNumber=1 scan=14346	654.6445	725ce55424aa9baf82817a25d5725096467e9ae31b73c5cd1a2254642f6da5ce	True
controllerType=0 controllerNumber=1 scan=14355	14355	2	45.0934	controllerType=0 controllerNumber=1 scan=14346	400.742340087891	f179e3b47bbc62f32ced40a7918cadbb989c5639f4f524ea7d737cf7004bd2ab	True
controllerType=0 controllerNumber=1 scan=14356	14356	2	45.094134	controllerType=0 controllerNumber=1 scan=14346	484.727142333984	eecddbb2580b220b6e4d41bc852295bac9f72aae6c34f799590591fb0bfd5d1f	True
controllerType=0 controllerNumber=1 scan=14357	14357	2	45.094865	controllerType=0 controllerNumber=1 scan=14346	539.263671875	b4c6a9611c9d379e5610161155bdb91bc15406ae28743e348e6581b10e6534e1	True
controllerType=0 controllerNumber=1 scan=14358	14358	2	45.0956	controllerType=0 controllerNumber=1 scan=14346	576.845703125	6f6e305e9a74a9bb096e0f27d210ac2fc59f9a4319b02d81945eee73aa56228c	True
controllerType=0 controllerNumber=1 scan=14359	14359	2	45.096334	controllerType=0 controllerNumber=1 scan=14346	388.199340820313	3b6cbecf7d9a93d7e43d772bfb3f589ff428761a7a0b2ffb7ecee661cf6982d5	True
controllerType=0 controllerNumber=1 scan=14360	14360	2	45.097069	controllerType=0 controllerNumber=1 scan=14346	642.3075	4470e6608b0ebad2571e5c2c26164c15695d1da8d28d9400ee165424fb34fdd5	True
controllerType=0 controllerNumber=1 scan=14361	14361	2	45.097809	controllerType=0 controllerNumber=1 scan=14346	474.584808349609	cddaa1ac29c6c8134f4a99c058e0f2b8a09abaeb8917a74907fc9325d0c6fc25	True
controllerType=0 controllerNumber=1 scan=14362	14362	1	45.098996			62dda1917f1ce520cdfb6c292d749e2e65720e8b871a4ffe9ac858b4cba35a00	True
controllerType=0 controllerNumber=1 scan=14363	14363	2	45.101127	controllerType=0 controllerNumber=1 scan=14362	433.221	35b0a6f2e325c7da7972a1a420d6ae396656a8cadc2bc302375a059bb77a4e6d	True
controllerType=0 controllerNumber=1 scan=14364	14364	2	45.101863	controllerType=0 controllerNumber=1 scan=14362	630.3515	8eadec6f8e28ac10b590268d4ec54f538eaada37a99312d15e4277b441926a86	True
controllerType=0 controllerNumber=1 scan=14365	14365	2	45.102613	controllerType=0 controllerNumber=1 scan=14362	384.89990234375	0d9efa9e38ac46264e2f40027e6f326478ac9cbfee1022d51d577ccaa939d5a7	True
controllerType=0 controllerNumber=1 scan=14366	14366	2	45.103011	controllerType=0 controllerNumber=1 scan=14362	619.6445	effccd9caea241f63fbdd1211799fa6d7d49b88d8bceb2b40f4bfa5a825fc03d	True
controllerType=0 controllerNumber=1 scan=14367	14367	2	45.103538	controllerType=0 controllerNumber=1 scan=14362	386.8494	82650bdd7b4d92edc023080c91ef11fd86599718ecb8b181b267ae7da070187d	True
controllerType=0 controllerNumber=1 scan=14368	14368	2	45.104269	controllerType=0 controllerNumber=1 scan=14362	494.255981445313	851b32fd7b9aa24ee9c7a1b1fb6ff3919959752f48fd1080eeaf0313a60be9ee	True
controllerType=0 controllerNumber=1 scan=14369	14369	2	45.105004	controllerType=0 controllerNumber=1 scan=14362	596.2878	e7592ece5633eebdd4812bdd0e79aa6617d2971515af71fc24ddf6435b4ff730	True
controllerType=0 controllerNumber=1 scan=14370	14370	2	45.105752	controllerType=0 controllerNumber=1 scan=14362	638.9853	c27639c641204abbf0f555d6d2639f12897695678ff3c5b8d3070113594ae883	True
controllerType=0 controllerNumber=1 scan=14371	14371	2	45.106488	controllerType=0 controllerNumber=1 scan=14362	617.839233398438	55c4ebcd141814de4d0d86f03f1248e3e7a6d8fca89daddae735c24c04fa4fdd	True
controllerType=0 controllerNumber=1 scan=14372	14372	2	45.107219	controllerType=0 controllerNumber=1 scan=14362	484.263916015625	2488f72e600b4c873ed727fcaf32f2670ddee08396063adb42cd6f9d436a5afc	True
controllerType=0 controllerNumber=1 scan=14373	14373	2	45.107971	controllerType=0 controllerNumber=1 scan=14362	428.538848876953	7de5f0b16dbcaf99131758a475d3a934a648f78a1e32d590f2171a9170b57561	True
controllerType=0 controllerNumber=1 scan=14374	14374	2	45.108707	controllerType=0 controllerNumber=1 scan=14362	405.890441894531	9c6748d636d9682358bc9a515ac3795700b926d70264ebcd806b4f94fb4e95e4	True
controllerType=0 controllerNumber=1 scan=14375	14375	2	45.10944	controllerType=0 controllerNumber=1 scan=14362	564.809204101563	6bf04fe575b1cf93717451b05a543e56cf54a5f4a0ad622ccac38f51d4948f70	True
controllerType=0 controllerNumber=1 scan=14376	14376	2	45.110188	controllerType=0 controllerNumber=1 scan=14362	611.3101	cbfd676fdfab47bb4672b7eeeca727b72c7e58f1c1c75a7532ac14bb8a99bf01	True
controllerType=0 controllerNumber=1 scan=14377	14377	2	45.110923	controllerType=0 controllerNumber=1 scan=14362	577.3126	6f6c33890b0c71ed325a63e07adff924384123483181e179c28e824c3cb94835	True
controllerType=0 controllerNumber=1 scan=14378	14378	1	45.112108			a48bcb60f8aa27c27af9cc36ccb87cfb7b910f737fcdd49536efcb90b6f69a7a	True
controllerType=0 controllerNumber=1 scan=14379	14379	2	45.11424	controllerType=0 controllerNumber=1 scan=14378	433.2396	dd37ca99bde7176d6fd64ae94237adf1487c3652fc52752fe05bc8b947dae829	True
