sample	sample_group	study_group	n_peptides	n_features	intensity
S02	CAMPI_a23b3bc03b272db0c286206696f7ea2f2a9daa2c400e8b116234c57fdcf9f8b2	CAMPI_a23b3bc03b272db0c286206696f7ea2f2a9daa2c400e8b116234c57fdcf9f8b2	3	3	44105623.99165027
S02	CAMPI_a2696aa3d1449d487477120302f693e44ec473f399d84e71d3534235369d5c6e	CAMPI_a2696aa3d1449d487477120302f693e44ec473f399d84e71d3534235369d5c6e	1	1	29791548.781492464
S02	CAMPI_a2c51864569ed6177ad0de87fe3b4d866ebf87ec52a0b4900751bc1291ea363f	CAMPI_a2c51864569ed6177ad0de87fe3b4d866ebf87ec52a0b4900751bc1291ea363f	1	1	13949095.749074487
S02	CAMPI_a89b8e4337a9b53497e146f5c73af31a10b99d22d0557b25699de8dbdbcc13ac	CAMPI_a89b8e4337a9b53497e146f5c73af31a10b99d22d0557b25699de8dbdbcc13ac	1	1	67404347.27115014
S02	CAMPI_a92cdaca0c80cede65b42cda50d9f61b8a5bfcbfa11c7b6f18659d1636fb2c5c	CAMPI_a92cdaca0c80cede65b42cda50d9f61b8a5bfcbfa11c7b6f18659d1636fb2c5c	1	1	64572675.92799852
S02	CAMPI_a9618c41b68f75e8e97cd88bdc30713a6155dcab1aad592f6085fea7a6f8a2b9	CAMPI_a9618c41b68f75e8e97cd88bdc30713a6155dcab1aad592f6085fea7a6f8a2b9	1	1	100592173.04843862
S02	CAMPI_ab6c1c4144a8d52a0c11282c8bf46cbd564f6b91d16747a797d09b7108d497d0	CAMPI_ab6c1c4144a8d52a0c11282c8bf46cbd564f6b91d16747a797d09b7108d497d0	3	3	177763585.396321
S02	CAMPI_ab77e32ebde58bfce73dcb45da221241c2827093685f31c3450a4593b9b68b3c	CAMPI_ab77e32ebde58bfce73dcb45da221241c2827093685f31c3450a4593b9b68b3c	1	1	241860660.56930256
S02	CAMPI_ac2f96f62d1222b6915d11c70e739630ce227c3ec97f6aa2bbaabd954a5fa3a7	CAMPI_ac2f96f62d1222b6915d11c70e739630ce227c3ec97f6aa2bbaabd954a5fa3a7	3	3	59064416.858082294
S02	CAMPI_ae238e420f782b951995606d6d3cb009170e41825221266add2ec805cd57ec80	CAMPI_ae238e420f782b951995606d6d3cb009170e41825221266add2ec805cd57ec80	1	1	7107732.909561076
S02	CAMPI_b02ae782e132cfa54366a0622dbb603d7ab54dd90df1482626f96fdfd146ff93	CAMPI_b02ae782e132cfa54366a0622dbb603d7ab54dd90df1482626f96fdfd146ff93	2	2	135031432.42179248
S02	CAMPI_b1210b97943fefabcd91af2947d3e8801a3ef13decf51c6d84ed1919e6b90603	CAMPI_b1210b97943fefabcd91af2947d3e8801a3ef13decf51c6d84ed1919e6b90603	3	3	396712658.51126045
S02	CAMPI_b1f9ffb88edaf08114a7fe59d27d19b308284c35a185276a8263e00913278aa5	CAMPI_b1f9ffb88edaf08114a7fe59d27d19b308284c35a185276a8263e00913278aa5	1	1	6479431.724325883
S02	CAMPI_b230dcf0660cb8c1cd1652ea1e642ca6b1b257772ee4aeab50135b69d72d53d2	CAMPI_b230dcf0660cb8c1cd1652ea1e642ca6b1b257772ee4aeab50135b69d72d53d2	2	2	125068953.43248883
S02	CAMPI_b2c01ae5976f9612cc5208eb8390d4aa16aa07fab580ea8325864a4963f2609d	CAMPI_b2c01ae5976f9612cc5208eb8390d4aa16aa07fab580ea8325864a4963f2609d	1	1	35641376.820935875
S02	CAMPI_b3258c89e2baa002888a0ff9bab9afed35aba2bcd241a4ea2e05b75835fcd2a3	CAMPI_b3258c89e2baa002888a0ff9bab9afed35aba2bcd241a4ea2e05b75835fcd2a3	1	1	9166794.162924923
S02	CAMPI_b59c56a5b8633ccaea1d22aad7d712037a9fe6a9e27bb603e6f89b187d99be73	CAMPI_b59c56a5b8633ccaea1d22aad7d712037a9fe6a9e27bb603e6f89b187d99be73	1	1	10096885.446354294
S02	CAMPI_b5ab032c7a678e9e5188caaf80fd2170b877792cc329516807c636488ced8e63	CAMPI_b5ab032c7a678e9e5188caaf80fd2170b877792cc329516807c636488ced8e63	1	1	4992954.777871435
S02	CAMPI_b60fc4ca7c6fa639bae387c81b9347abc6f14e898ed3ca880f43117884b20e4a	CAMPI_b60fc4ca7c6fa639bae387c81b9347abc6f14e898ed3ca880f43117884b20e4a	3	3	81539502.50098325
S02	CAMPI_b6b3c1b3136a3f49909a093187cc7fadcfa80a7b48a66ed801a10686ba9961d7	CAMPI_b6b3c1b3136a3f49909a093187cc7fadcfa80a7b48a66ed801a10686ba9961d7	1	1	28396186.621567927
S02	CAMPI_b7d14ff72c23fbe268018b7e2012704d95ca90e7da11ac6fea733bfa455a0f9b	CAMPI_b7d14ff72c23fbe268018b7e2012704d95ca90e7da11ac6fea733bfa455a0f9b	1	1	18718699.22566891
S02	CAMPI_b9298f8456a3be31b06cf2d6542b3b7bb625bbc63daa118e0084f6c68af507d2	CAMPI_b9298f8456a3be31b06cf2d6542b3b7bb625bbc63daa118e0084f6c68af507d2	2	2	12390374.775827914
S02	CAMPI_ba6ab925eb4a246e2a56a995ccefc3038e0ff04f24b9db517504d256b53decc8	CAMPI_ba6ab925eb4a246e2a56a995ccefc3038e0ff04f24b9db517504d256b53decc8	1	1	7369055.751639323
S02	CAMPI_bb9d3c674ac610f94cbe88ba22907cc50e5588bb589ef788e7ad224a2c9dcdd2	CAMPI_bb9d3c674ac610f94cbe88ba22907cc50e5588bb589ef788e7ad224a2c9dcdd2	1	1	39708011.438849024
S02	CAMPI_bc780d1affa177ececeec189fd2c86800d55d9e5d3c51b9d2d36e720fb942bae	CAMPI_bc780d1affa177ececeec189fd2c86800d55d9e5d3c51b9d2d36e720fb942bae	1	1	52705213.93057748
S02	CAMPI_bda9226f94c3cf9d8f88d4b08209be54d52852dd8a99609a976287b17ea93409	CAMPI_bda9226f94c3cf9d8f88d4b08209be54d52852dd8a99609a976287b17ea93409	1	1	149906027.19236615
S02	CAMPI_be3dfaf12466b2a02f164ba3c64a62a778d8a993de1a51d5bd2963fd935cc309	CAMPI_be3dfaf12466b2a02f164ba3c64a62a778d8a993de1a51d5bd2963fd935cc309	4	4	686917022.4282078
S02	CAMPI_bf57ce7126d4155dfcdb1169a7f6315792488d2f73a01abc575204a9ac50cee0	CAMPI_bf57ce7126d4155dfcdb1169a7f6315792488d2f73a01abc575204a9ac50cee0	2	2	28687458.85604911
S02	CAMPI_bf93a4d347c8968a052d1ea220d58f0723b05000df52284ea87174eb18743730	CAMPI_bf93a4d347c8968a052d1ea220d58f0723b05000df52284ea87174eb18743730	1	1	12200956.636052378
S02	CAMPI_c059778d4e767dedb4b972710484aa6dbead3c471db331e54d532c35d33a05aa	CAMPI_c059778d4e767dedb4b972710484aa6dbead3c471db331e54d532c35d33a05aa	1	1	32395554.001027405
S02	CAMPI_c238fb21a4f33182466b8a207c2f061c09c881db937107a91df672b92b4e0e67	CAMPI_c238fb21a4f33182466b8a207c2f061c09c881db937107a91df672b92b4e0e67	2	2	230660955.93866253
S02	CAMPI_c441c84224d4be45b80629c2a8a57b3eefbb8b205bc299e5c2b7d0d42c3545f8	CAMPI_c441c84224d4be45b80629c2a8a57b3eefbb8b205bc299e5c2b7d0d42c3545f8	2	2	142310289.64099333
S02	CAMPI_c5473da0575af2994bae5b919b8d56aa1e506c6ba8769b6d31b6fe114c106c7a	CAMPI_c5473da0575af2994bae5b919b8d56aa1e506c6ba8769b6d31b6fe114c106c7a	2	2	59828962.526515536
S02	CAMPI_c656cd828d2a45036df035a695da369977169a06204cd2f3e4f737970d64c2de	CAMPI_c656cd828d2a45036df035a695da369977169a06204cd2f3e4f737970d64c2de	2	2	305008006.3246721
S02	CAMPI_c8d3405c9bd4eb363b904cdba043a56af7f17a033eba6b648219f0fce317137b	CAMPI_c8d3405c9bd4eb363b904cdba043a56af7f17a033eba6b648219f0fce317137b	2	2	60400847.206441075
S02	CAMPI_c94902245da3fa5b8c3049e9197652589b131b22e25c7b32e98b21de49c19b73	CAMPI_c94902245da3fa5b8c3049e9197652589b131b22e25c7b32e98b21de49c19b73	3	3	1022092426.5930039
S02	CAMPI_c9c38195dac4ef63dd8c68ad86b119cedc3e77ac98f6d8992262d972db0a2f01	CAMPI_c9c38195dac4ef63dd8c68ad86b119cedc3e77ac98f6d8992262d972db0a2f01	1	1	16906310.047085516
S02	CAMPI_cdd5646e1bcc325aee99dfb9c81085a69f53dc19c3668cc7e21247fb28f3e634	CAMPI_cdd5646e1bcc325aee99dfb9c81085a69f53dc19c3668cc7e21247fb28f3e634	5	5	1461255092.2439446
S02	CAMPI_ce11e429e9e2aea980f6b9ead92505d03ad13ad68be536e62535990364ff7154	CAMPI_ce11e429e9e2aea980f6b9ead92505d03ad13ad68be536e62535990364ff7154	1	1	178020094.68981102
S02	CAMPI_cef4f517f03ca4e435be4d901dd39dec3537fd10434644546f2fed891681b4b3	CAMPI_cef4f517f03ca4e435be4d901dd39dec3537fd10434644546f2fed891681b4b3	2	2	109283548.93315116
S02	CAMPI_d278a966bfdc9983ee6dd0a730e4106efda609f837f77a38f3b3038a04ab416f	CAMPI_d278a966bfdc9983ee6dd0a730e4106efda609f837f77a38f3b3038a04ab416f	1	1	19318245.26713564
S02	CAMPI_d3f83928ec80cee97faef95926e2d6da5d7effc4a3172e627c2e518adcaaca8b	CAMPI_d3f83928ec80cee97faef95926e2d6da5d7effc4a3172e627c2e518adcaaca8b	2	2	18597887.118828114
S02	CAMPI_d4da9cb85341dffab8221721268b382fb9aa4d2ae28cd91388c86bc48d31131c	CAMPI_d4da9cb85341dffab8221721268b382fb9aa4d2ae28cd91388c86bc48d31131c	1	1	9809775.79546086
S02	CAMPI_d59a42dbfcf07223e0c682eba07564790b9ae884aa242b07e0f091dc130d0d5e	CAMPI_d59a42dbfcf07223e0c682eba07564790b9ae884aa242b07e0f091dc130d0d5e	1	1	23988872.179819632
S02	CAMPI_dc1d534611ae0792b5551e2973dd842904988707b527cec3aa526c07fe109dc5	CAMPI_dc1d534611ae0792b5551e2973dd842904988707b527cec3aa526c07fe109dc5	1	1	98762158.37309462
S02	CAMPI_dc283d03dc2303156059851ec11b41052ada132f815e971c04692447e9babf52	CAMPI_dc283d03dc2303156059851ec11b41052ada132f815e971c04692447e9babf52	2	2	105050067.67404228
S02	CAMPI_dccd7d1438298b91bdbcb3e4a3e5736695824b8c969ddeb520013738ea22361f	CAMPI_dccd7d1438298b91bdbcb3e4a3e5736695824b8c969ddeb520013738ea22361f	2	2	60575456.814408556
S02	CAMPI_df12badccba4e475bafca2056b5a49309e8444799e194ae7449f2ef39d46cbc7	CAMPI_df12badccba4e475bafca2056b5a49309e8444799e194ae7449f2ef39d46cbc7	1	1	65481897.71217687
S02	CAMPI_e02b28c5ae16e2db74ae7c190c4df0be105fc4a7cfcb8b40f4c52ead7ae5e3ce	CAMPI_e02b28c5ae16e2db74ae7c190c4df0be105fc4a7cfcb8b40f4c52ead7ae5e3ce	2	2	216985372.91086528
S02	CAMPI_e1551ca740201af1b8cca7bd8a2a7ce295ad5677b70d3ca35867afd655e23746	CAMPI_e1551ca740201af1b8cca7bd8a2a7ce295ad5677b70d3ca35867afd655e23746	1	1	14681732.43016529
S02	CAMPI_e27c5eee026593a607b3bc90005bb98504d8f32aeac59d9f6fc05e3670c94659	CAMPI_e27c5eee026593a607b3bc90005bb98504d8f32aeac59d9f6fc05e3670c94659	1	1	46194039.79031174
S02	CAMPI_e2b79b43b4835c3123e741ca054baa2d6441f8ccd5509aa8b8e78232c35c090b	CAMPI_e2b79b43b4835c3123e741ca054baa2d6441f8ccd5509aa8b8e78232c35c090b	2	2	465657164.8959161
S02	CAMPI_e40b33c527658afa3af1c5995dfca97c19a909c26190480779a58b2c2b7d76e1	CAMPI_e40b33c527658afa3af1c5995dfca97c19a909c26190480779a58b2c2b7d76e1	1	1	36817688.02646097
S02	CAMPI_e43a372f4b7d357cb757e91b0d084db1d60d737b7f09c07b8e1bc92362343ebb	CAMPI_e43a372f4b7d357cb757e91b0d084db1d60d737b7f09c07b8e1bc92362343ebb	1	1	329664541.02421653
S02	CAMPI_e46a62b55dbd9ffa2fe1965bc63a38b11680a0eee7bc97bb30b742706201ef8a	CAMPI_e46a62b55dbd9ffa2fe1965bc63a38b11680a0eee7bc97bb30b742706201ef8a	1	1	3384676.135748373
S02	CAMPI_e4c99b10caee047d4fdc2c6c79269429ee1b293fd804a732406b4ced7b87d8be	CAMPI_e4c99b10caee047d4fdc2c6c79269429ee1b293fd804a732406b4ced7b87d8be	1	1	34566887.808746494
S02	CAMPI_e4d8da77309809560e428623aa1e9801d7fbbcd3fd6d263393725170b36f8020	CAMPI_e4d8da77309809560e428623aa1e9801d7fbbcd3fd6d263393725170b36f8020	1	1	43234653.72522065
S02	CAMPI_e6df9b004929d95df0fe17c1ffab887c5d6d80ee9352ce905fd597fc8cb2ace7	CAMPI_e6df9b004929d95df0fe17c1ffab887c5d6d80ee9352ce905fd597fc8cb2ace7	4	4	85118235.31535955
S02	CAMPI_e775dd15df9b243f6c74af09665185faf47fd0f15145abdc8d9625bbcdba5a9f	CAMPI_e775dd15df9b243f6c74af09665185faf47fd0f15145abdc8d9625bbcdba5a9f	1	1	91774076.15107411
S02	CAMPI_e7fc1999bac27b2526c4ba9218da2ea35e629260d25abaa42609d65bd9e4e6f0	CAMPI_e7fc1999bac27b2526c4ba9218da2ea35e629260d25abaa42609d65bd9e4e6f0	1	1	34601363.30007086
S02	CAMPI_e87880dc22b1bc075323869d2797053db0da90ef3abf4cb7ae940f2c768c81dd	CAMPI_e87880dc22b1bc075323869d2797053db0da90ef3abf4cb7ae940f2c768c81dd	1	1	123601182.29351597
S02	CAMPI_e93e83b38b45b88cefdb64342603290f5b35cb3a81a5f5bbec90ebcb2f0c9ab9	CAMPI_e93e83b38b45b88cefdb64342603290f5b35cb3a81a5f5bbec90ebcb2f0c9ab9	1	1	1010091650.517607
S02	CAMPI_ea64b97cb200456960effad819b6cf24d3deef62ffc34c7089957a2e3308d7d4	CAMPI_ea64b97cb200456960effad819b6cf24d3deef62ffc34c7089957a2e3308d7d4	1	1	41270544.792480685
S02	CAMPI_eb0d7c59015cb1ca506487edb85ff2bc4ae2ad0633d7ac78b80bb3ad6afe235b	CAMPI_eb0d7c59015cb1ca506487edb85ff2bc4ae2ad0633d7ac78b80bb3ad6afe235b	1	1	163226385.2713751
S02	CAMPI_ebc079d295eae282c7338905e499058761b63548cd80d6b2d69b638cb4fbde2f	CAMPI_ebc079d295eae282c7338905e499058761b63548cd80d6b2d69b638cb4fbde2f	1	1	1981423.751139585
S02	CAMPI_ec0540dcc60a7d4105dfab79b4306bac01c3ecc60b1313baec8c87a42af40c79	CAMPI_ec0540dcc60a7d4105dfab79b4306bac01c3ecc60b1313baec8c87a42af40c79	3	3	93906769.43791243
S02	CAMPI_eebb4a6404e4c7c5e0e0c5e99745b98eea2575a895700bc2ded4679680771c4a	CAMPI_eebb4a6404e4c7c5e0e0c5e99745b98eea2575a895700bc2ded4679680771c4a	1	1	50309862.45993748
S02	CAMPI_ef443a4220f53fea54a91a0340bb424fe46cedc18c7dd1ffbfd26e21f64e23d0	CAMPI_ef443a4220f53fea54a91a0340bb424fe46cedc18c7dd1ffbfd26e21f64e23d0	1	1	20056259.300946794
S02	CAMPI_f036355a96936f02f434c6f4ff9da3a729559089951562f26fa27c54f8b6b189	CAMPI_f036355a96936f02f434c6f4ff9da3a729559089951562f26fa27c54f8b6b189	2	2	353363838.62431204
S02	CAMPI_f03bcf7453124482b291790db9499ed69d1b82946134b28e8a076af54dd6942a	CAMPI_f03bcf7453124482b291790db9499ed69d1b82946134b28e8a076af54dd6942a	4	4	749518557.9115721
S02	CAMPI_f14cda4f4942a994531b506f0193f9090114d1a9ca03d866f3becb7195acd7e8	CAMPI_f14cda4f4942a994531b506f0193f9090114d1a9ca03d866f3becb7195acd7e8	1	1	22467156.490363598
S02	CAMPI_f31f138d8ccaa70af53f72b519efbe5292d2cd2c1544e96e53aeaef8715ee000	CAMPI_f31f138d8ccaa70af53f72b519efbe5292d2cd2c1544e96e53aeaef8715ee000	2	2	20073433.6276048
S02	CAMPI_f3924db6e3676314ba5e9fcf1d3c85dac1f300bc32628d03b3119ba087a2ec39	CAMPI_f3924db6e3676314ba5e9fcf1d3c85dac1f300bc32628d03b3119ba087a2ec39	4	4	300185841.4576401
S02	CAMPI_f6e3ca9f981a446b435c7afb534f2056d882fbf540bd36893384bb17e8b1ad3b	CAMPI_f6e3ca9f981a446b435c7afb534f2056d882fbf540bd36893384bb17e8b1ad3b	2	2	281774245.79991734
S02	CAMPI_f76d25b413d63c0bc04486603a4bf1c17a8f524943997e0884cee17f3c30c139	CAMPI_f76d25b413d63c0bc04486603a4bf1c17a8f524943997e0884cee17f3c30c139	1	1	34949655.15037095
S02	CAMPI_f8393d52805602627c5e53d061fc2d6c3a5c4b0f3c5b69ac0580182486b417b7	CAMPI_f8393d52805602627c5e53d061fc2d6c3a5c4b0f3c5b69ac0580182486b417b7	1	1	9525508.317726867
S02	CAMPI_fae89b79e1171706c094b7523853bcb15bba80478de33c5ef313723d15600377	CAMPI_fae89b79e1171706c094b7523853bcb15bba80478de33c5ef313723d15600377	1	1	43555039.70500995
S02	CAMPI_fb140e546ee08766dd72d84ae2a08e5bba42a81d17811902e970f241aaf37523	CAMPI_fb140e546ee08766dd72d84ae2a08e5bba42a81d17811902e970f241aaf37523	4	4	125045173.60143282
S02	CAMPI_fb3ff6ae09402e991eb4faeff4352dbdc1c0f320dfcf5356c2df00205d9f3712	CAMPI_fb3ff6ae09402e991eb4faeff4352dbdc1c0f320dfcf5356c2df00205d9f3712	1	1	6894557.810450091
S02	CAMPI_fb92a6f82ce94584198bdeeff1194b97b441ef253b5eba072a31cd0d2c7d7bdd	CAMPI_fb92a6f82ce94584198bdeeff1194b97b441ef253b5eba072a31cd0d2c7d7bdd	2	2	173614528.5610839
S02	CAMPI_fe6ee7ba77028c68e38608af0b05174faa358da50f0a900d3bea7f3f99ee3d83	CAMPI_fe6ee7ba77028c68e38608af0b05174faa358da50f0a900d3bea7f3f99ee3d83	1	2	132213191.11310408
S02	CAMPI_feba6c16b200a9a2a06e293e7da5aca9d131f7ac14b9a26d06411005091638a8	CAMPI_feba6c16b200a9a2a06e293e7da5aca9d131f7ac14b9a26d06411005091638a8	1	1	80970895.05218746
S02	CAMPI_ff41610fb76a0aab5b43a9949360e44a1bd6060cd4375757b50de3933f753d12	CAMPI_ff41610fb76a0aab5b43a9949360e44a1bd6060cd4375757b50de3933f753d12	2	2	111595443.87907724
S02	CAMPI_fff60ab1595e3d1bb509445a37ca40cc5e287f711737c0fe0fcba4b71e5b77d0	CAMPI_fff60ab1595e3d1bb509445a37ca40cc5e287f711737c0fe0fcba4b71e5b77d0	1	1	77030629.84434856
